,link,Proj_name,BHK,Property_type,Area,Area_type,Floor,RERA_status,Property_age,Property_type,Sale_type,Own_type,Furnishing_type,Water_type,Powerbackup,Price
518,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-hadapsar-pune-550-sq-ft-spid-W49425687,"Hadapsar, Pune",1BHK,Independent/Builder Floor,550 sq.ft.,Super Built-up Area,1st  of 3 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Furnished,NA,None,30 Lac
519,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-amanora-future-towers-hadapsar-pune-1535-sq-ft-spid-M51366656,"Amanora Future Towers Hadapsar, Pune",3BHK,Residential Apartment,1535 sq.ft.,Built-up Area,10th  of 30 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,1.45 Cr
520,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-villa-phase-1-manjari-budruk-pune-600-sq-ft-spid-Q50699500,"SAI VILLA PHASE 1 Manjari Budruk, Pune",1BHK,Residential Apartment,600 sq.ft.,Super Built-up Area,1st  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,NA,None,29.01 Lac
521,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-nandini-bellus-manjri-pune-680-sq-ft-spid-R42026441,"Nandini Bellus Manjri, Pune",1BHK,Residential Apartment,680 sq.ft.,Super Built-up Area,1st  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,Full,43 Lac
522,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-nagar-satavwadi-pune-850-sq-ft-spid-S43040895,"Sai Nagar Satavwadi, Pune",1BHK,Residential Apartment,850 sq.ft.,Super Built-up Area,2nd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,23 Lac
523,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-elite-dreams-hadapsar-pune-646-sq-ft-spid-E54965586,"Elite Dreams Hadapsar, Pune",1BHK,Residential Apartment,646 sq.ft.,Built-up Area,1st  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,"Municipal corporation,Borewell/Tank",Full,28 Lac
524,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mittal-sun-sapphire-hadapsar-pune-918-sq-ft-spid-P54957788,"Mittal Sun Sapphire Hadapsar, Pune",2BHK,Residential Apartment,918 sq.ft.,Carpet Area,5th  of 13 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,None,65 Lac
525,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shree-ram-angan-apartment-hadapsar-gaon-pune-707-sq-ft-spid-A39307391,"Shree Ram Angan Apartment Hadapsar Gaon, Pune",1BHK,Residential Apartment,707 sq.ft.,Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,45 Lac
526,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amar-nagari-gadital-pune-650-sq-ft-spid-M43693385,"Amar Nagari Gadital, Pune",1BHK,Residential Apartment,650 sq.ft.,Super Built-up Area,Ground of 7 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,65 Lac
527,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-saraswati-complex-hadapsar-pune-500-sq-ft-spid-Z54937690,"Saraswati Complex Hadapsar, Pune",1BHK,Residential Apartment,500 sq.ft.,Built-up Area,3rd  of 6 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,NA,None,65 Lac
528,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-venkatesh-residency-hadapsar-pune-807-sq-ft-spid-O40820037,"Venkatesh Residency Hadapsar, Pune",2BHK,Residential Apartment,807 sq.ft.,Built-up Area,3rd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,35 Lac
529,https://www.99acres.com/2-bhk-bedroom-independent-house-for-sale-in-kalepadal-pune-1200-sq-ft-spid-O41682959,"Kalepadal, Pune",2Bedrooms,Independent House/Villa,1200 sq.ft.,Super Built-up Area,2 Floors,NOT AVAILABLE,10+ Year Old,Independent House/Villa,Resale,Freehold,Unfurnished,Municipal corporation,None,75 Lac
530,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-glow-heights-hadapsar-pune-1004-sq-ft-spid-W12483791,"Glow Heights Hadapsar, Pune",2BHK,Residential Apartment,1004 sq.ft.,Built-up Area,1st  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,NA,NA,None,Price on Request
531,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-punyanagari-apartments-hadapsar-pune-750-sq-ft-spid-R54902054,"Punyanagari Apartments Hadapsar, Pune",2BHK,Residential Apartment,750 sq.ft.,Super Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,By 2021,Residential Apartment,Resale,Freehold,NA,NA,None,55 Lac
532,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mathura-residency-hadapsar-pune-560-sq-ft-spid-A33401989,"Mathura Residency Hadapsar, Pune",2BHK,Residential Apartment,560 sq.ft.,Super Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,Municipal corporation,None,35 Lac
533,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-nikita-society-hadapsar-pune-631-sq-ft-spid-K40309251,"Nikita Society Hadapsar, Pune",1BHK,Residential Apartment,631 sq.ft.,Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,Municipal corporation,Partial,32 Lac
534,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-arihant-venkateshwara-green-city-hadapsar-pune-605-sq-ft-spid-W54822100,"Arihant Venkateshwara Green City Hadapsar, Pune",1BHK,Residential Apartment,605 sq.ft.,Carpet Area,7th  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,NA,"Municipal corporation,Borewell/Tank",Partial,33.5 Lac
535,https://www.99acres.com/2-bhk-bedroom-independent-house-for-sale-in-hadapsar-pune-1100-sq-ft-spid-I46368793,"Hadapsar, Pune",2Bedrooms,Independent House/Villa,560 sq.ft.,Super Built-up Area,3 Floors,NOT AVAILABLE,5 to 10 Year Old,Independent House/Villa,Resale,Freehold,Unfurnished,NA,None,45 Lac
536,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-palace-tukai-darshan-pune-580-sq-ft-spid-U54790944,"Sai Palace Tukai Darshan, Pune",1BHK,Residential Apartment,580 sq.ft.,Carpet Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,25 Lac
537,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-estate-hadapsar-pune-928-sq-ft-spid-U22426055,"Dreams Estate Hadapsar, Pune",2BHK,Residential Apartment,928 sq.ft.,Super Built-up Area,3rd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Borewell/Tank,Municipal corporation",Partial,37.5 Lac
538,https://www.99acres.com/3-bhk-bedroom-builder-floor-for-sale-in-manjari-budruk-pune-1164-sq-ft-spid-Y52168428,"Manjari Budruk, Pune",3BHK,Independent/Builder Floor,1164 sq.ft.,Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Semifurnished,NA,None,45 Lac
539,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-chetan-heights-hadapsar-pune-1113-sq-ft-spid-N54751596,"Chetan heights Hadapsar, Pune",2BHK,Residential Apartment,1113 sq.ft.,Carpet Area,Ground of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,None,55 Lac
540,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-p-s-angan-magarpatta-pune-700-sq-ft-spid-H48902531,"P S Angan Magarpatta, Pune",2BHK,Residential Apartment,700 sq.ft.,Super Built-up Area,2nd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,None,65 Lac
541,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-aakruti-hadapsar-pune-1050-sq-ft-spid-T51839458,"Dreams Aakruti Hadapsar, Pune",2BHK,Residential Apartment,1050 sq.ft.,Super Built-up Area,10th  of 11 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,Full,44 Lac
542,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-nilesh-classic-sai-colony-pune-582-sq-ft-spid-G54089642,"Nilesh Classic Sai Colony, Pune",2BHK,Residential Apartment,582 sq.ft.,Carpet Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,36 Lac
543,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-varad-vinayak-plaza-hadapsar-pune-550-sq-ft-spid-Q40919223,"Varad Vinayak Plaza Hadapsar, Pune",1BHK,Residential Apartment,550 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,21 Lac
544,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-gondhale-nagar-pune-580-sq-ft-spid-O51857306,"Gondhale Nagar, Pune",1BHK,Independent/Builder Floor,580 sq.ft.,Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,30 Lac
545,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-f5-felicia-hadapsar-pune-956-sq-ft-spid-E49035187,"F5 Felicia Hadapsar, Pune",2BHK,Residential Apartment,956 sq.ft.,Super Built-up Area,5th  of 11 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Partial,42 Lac
546,https://www.99acres.com/2-bhk-bedroom-independent-house-for-sale-in-manjari-budruk-pune-1700-sq-ft-spid-K44409539,"Manjari Budruk, Pune",2Bedrooms,Independent House/Villa,1000 sq.ft.,Super Built-up Area,1 Floors,NOT AVAILABLE,0 to 1 Year Old,Independent House/Villa,Resale,Freehold,Furnished,Borewell/Tank,None,80 Lac
547,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-greenwoods-housing-society-manjari-budruk-pune-900-sq-ft-spid-G40418717,"Greenwoods Housing Society Manjari Budruk, Pune",2BHK,Residential Apartment,900 sq.ft.,Super Built-up Area,2nd  of 2 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,"Municipal corporation,Borewell/Tank",Full,65 Lac
548,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-venkatesh-sankul-manjari-budruk-pune-860-sq-ft-spid-D54681684,"Venkatesh Sankul Manjari Budruk, Pune",2BHK,Residential Apartment,860 sq.ft.,Super Built-up Area,Ground of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,Municipal corporation,Partial,37 Lac
549,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-durga-construction-hadapsar-pune-370-sq-ft-spid-Q15886209,"Durga Construction Hadapsar, Pune",1BHK,Residential Apartment,370 sq.ft.,Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,12.25 Lac
550,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-monika-classic-hadapsar-pune-606-sq-ft-spid-K49096269,"Monika Classic Hadapsar, Pune",1BHK,Residential Apartment,606 sq.ft.,Super Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Borewell/Tank,Partial,24 Lac
551,https://www.99acres.com/2-bhk-bedroom-independent-house-for-sale-in-hadapsar-pune-900-sq-ft-spid-V47336049,"Hadapsar, Pune",2Bedrooms,Independent House/Villa,500 sq.ft.,Super Built-up Area,2 Floors,NOT AVAILABLE,10+ Year Old,Independent House/Villa,Resale,Freehold,NA,NA,None,55 Lac
552,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-livouge-life-style-hadapsar-pune-480-sq-ft-spid-F54091292,"Livouge Life Style Hadapsar, Pune",1BHK,Residential Apartment,480 sq.ft.,Carpet Area,7th  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,42 Lac
553,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-manjari-budruk-pune-545-sq-ft-spid-R54647762,"Manjari Budruk, Pune",1BHK,Independent/Builder Floor,545 sq.ft.,Super Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,0 to 1 Year Old,Independent/Builder Floor,NA,Co-operative Society,Unfurnished,NA,None,15.53 Lac
554,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sriram-setu-aparmtnets-hadapsar-pune-549-sq-ft-spid-R48543625,"Sriram Setu Aparmtnets Hadapsar, Pune",1BHK,Residential Apartment,549 sq.ft.,Super Built-up Area,2nd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,28 Lac
555,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shanti-residency-hadapsar-pune-710-sq-ft-spid-B43889397,"Shanti residency Hadapsar, Pune",1BHK,Residential Apartment,710 sq.ft.,Super Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,None,38 Lac
556,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shiv-prestige-hadapsar-pune-575-sq-ft-spid-D39367927,"Shiv Prestige Hadapsar, Pune",1BHK,Residential Apartment,575 sq.ft.,Super Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,31 Lac
557,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-tucker-awho-enclave-hadapsar-pune-1630-sq-ft-spid-N43304707,"Tucker AWHO Enclave Hadapsar, Pune",3BHK,Residential Apartment,1630 sq.ft.,Super Built-up Area,3rd  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Borewell/Tank,Partial,1.15 Cr
558,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-ganga-village-hadapsar-pune-585-sq-ft-spid-P54594078,"Ganga Village Hadapsar, Pune",1BHK,Residential Apartment,585 sq.ft.,Super Built-up Area,6th  of 7 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,25.5 Lac
559,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-gangotri-park-satavwadi-pune-575-sq-ft-spid-J52164910,"Gangotri Park Satavwadi, Pune",1BHK,Residential Apartment,575 sq.ft.,Super Built-up Area,1st  of 1 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Furnished,"Municipal corporation,Borewell/Tank",None,30 Lac
560,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-spring-valley-magarpatta-magarpatta-pune-1575-sq-ft-spid-V29733937,"Spring Valley Magarpatta Magarpatta, Pune",3BHK,Residential Apartment,1575 sq.ft.,Super Built-up Area,6th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,"Municipal corporation,Borewell/Tank",Partial,1.3 Cr
561,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-skywards-nirvana-hadapsar-pune-1741-sq-ft-spid-M25190504,"Skywards Nirvana Hadapsar, Pune",3BHK,Residential Apartment,1741 sq.ft.,Built-up Area,5th  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,1.4 Cr
562,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shri-tukaram-nagri-chs-hadapsar-pune-780-sq-ft-spid-H46843611,"Shri Tukaram Nagri Chs Hadapsar, Pune",2BHK,Residential Apartment,780 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,28.5 Lac
563,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-v-bhar-purvanagari-hadapsar-pune-750-sq-ft-spid-N54547650,"v bhar purvanagari Hadapsar, Pune",2BHK,Residential Apartment,750 sq.ft.,Carpet Area,2nd  of 4 Floors,NOT AVAILABLE,By 2021,Residential Apartment,Resale,Freehold,NA,NA,None,55 Lac
564,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-venkatesh-residency-hadapsar-pune-775-sq-ft-spid-Y54490592,"Venkatesh Residency Hadapsar, Pune",2BHK,Residential Apartment,775 sq.ft.,Carpet Area,5th  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,NA,None,37 Lac
565,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-indraprastha-building-'a'-co-opp-hsg-society-manjri-pune-915-sq-ft-spid-L54540620,"Indraprastha Building 'A' Co Opp Hsg Society Manjri, Pune",2BHK,Residential Apartment,915 sq.ft.,Carpet Area,2nd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Furnished,"Municipal corporation,Borewell/Tank",None,46 Lac
566,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-amar-ornate-bhosale-nagar-pune-1550-sq-ft-spid-B54399310,"Amar Ornate Bhosale Nagar, Pune",3BHK,Residential Apartment,1550 sq.ft.,Super Built-up Area,5th  of 13 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,99 Lac
567,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-1070-sq-ft-spid-S54029688,"Amanora Trendy Homes Hadapsar, Pune",3BHK,Residential Apartment,1070 sq.ft.,Super Built-up Area,10th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,79 Lac
568,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-amanora-future-towers-hadapsar-pune-1680-sq-ft-spid-O54026862,"Amanora Future Towers Hadapsar, Pune",3BHK,Residential Apartment,1680 sq.ft.,Super Built-up Area,12nd  of 30 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,1.27 Cr
569,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amanora-future-towers-hadapsar-pune-910-sq-ft-spid-C54026288,"Amanora Future Towers Hadapsar, Pune",1BHK,Residential Apartment,910 sq.ft.,Super Built-up Area,12nd  of 30 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,Municipal corporation,Full,59 Lac
570,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-arihant-venkateshwara-green-city-hadapsar-pune-981-sq-ft-spid-J54088338,"Arihant Venkateshwara Green City Hadapsar, Pune",2BHK,Residential Apartment,981 sq.ft.,Built-up Area,2nd  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,44 Lac
571,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shivganga-troodos-heights-shewalewadi-pune-650-sq-ft-spid-L46454601,"Shivganga Troodos Heights Shewalewadi, Pune",1BHK,Residential Apartment,650 sq.ft.,Super Built-up Area,4th  of 11 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,35.35 Lac
572,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-angan-society-hadapsar-pune-516-sq-ft-spid-S54530600,"sai angan society Hadapsar, Pune",1BHK,Residential Apartment,516 sq.ft.,Super Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,NA,Freehold,NA,NA,None,20 Lac
573,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-namo-vihar-hadapsar-pune-800-sq-ft-spid-M54523336,"Namo Vihar Hadapsar, Pune",2BHK,Residential Apartment,800 sq.ft.,Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,"Municipal corporation,Borewell/Tank",Full,39 Lac
574,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-venkateshwara-silver-woods-hadapsar-pune-620-sq-ft-spid-B53903548,"Venkateshwara Silver Woods Hadapsar, Pune",1BHK,Residential Apartment,620 sq.ft.,Super Built-up Area,6th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,29 Lac
575,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-solace-satar-nagar-pune-680-sq-ft-spid-U54488728,"Dreams Solace Satar Nagar, Pune",2BHK,Residential Apartment,680 sq.ft.,Built-up Area,4th  of 6 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,35.5 Lac
576,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-jadhavgad-apartment-gadital-pune-445-sq-ft-spid-Y54486536,"Jadhavgad Apartment Gadital, Pune",1BHK,Residential Apartment,445 sq.ft.,Carpet Area,2nd  of 4 Floors,NOT AVAILABLE,Within 6 months,Residential Apartment,Resale,Freehold,Unfurnished,"Borewell/Tank,Municipal corporation",Full,25 Lac
